"No.","Time","Delta","Source","Source MAC","SRC Port","Destination","Dst MAC","DST Port","Protocol","Length","Info"
"527","2022-11-15 16:18:05.123896","0.011766","20.49.110.129","20:4c:03:2f:7e:4c","443","10.31.1.3","18:1d:ea:68:71:08","57282","TCP","87","[TCP Retransmission] 443  >  57282 [PSH, ACK] Seq=1 Ack=1 Win=16424 Len=33"
"528","2022-11-15 16:18:05.214883","0.090987","10.31.0.13","da:2c:ef:ad:14:cd","5353","224.0.0.251","01:00:5e:00:00:fb","5353","MDNS","300","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QU"" question PTR _companion-link._tcp.local, ""QU"" question PTR _hap._tcp.local, ""QU"" question PTR _homekit._tcp.local, ""QU"" question PTR _hap._udp.local, ""QU"" question ANY iPhone (114)._rdlink._tcp.local, ""QU"" question PTR John's MacBook Pro 16"" 2021._companion-link._tcp.local PTR MacBook Air._companion-link._tcp.local SRV 0 0 49157 iPhone-114.local OPT"
"529","2022-11-15 16:18:05.214883","0.000000","fe80::18f3:b39d:aba9:67bf","da:2c:ef:ad:14:cd","5353","ff02::fb","33:33:00:00:00:fb","5353","MDNS","320","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QU"" question PTR _companion-link._tcp.local, ""QU"" question PTR _hap._tcp.local, ""QU"" question PTR _homekit._tcp.local, ""QU"" question PTR _hap._udp.local, ""QU"" question ANY iPhone (114)._rdlink._tcp.local, ""QU"" question PTR John's MacBook Pro 16"" 2021._companion-link._tcp.local PTR MacBook Air._companion-link._tcp.local SRV 0 0 49157 iPhone-114.local OPT"
"530","2022-11-15 16:18:05.214883","0.000000","fe80::18f3:b39d:aba9:67bf","da:2c:ef:ad:14:cd","5353","ff02::fb","33:33:00:00:00:fb","5353","MDNS","209","Standard query response 0x0000 PTR _rdlink._tcp.local TXT OPT"
"531","2022-11-15 16:18:05.214883","0.000000","Cisco_83:1c:e1","70:69:5a:83:1c:e1","","Broadcast","ff:ff:ff:ff:ff:ff","","ARP","60","Who has 12.227.228.229? Tell 12.227.228.129"
"532","2022-11-15 16:18:05.317991","0.103108","Cisco_83:1c:e1","70:69:5a:83:1c:e1","","Broadcast","ff:ff:ff:ff:ff:ff","","ARP","60","Who has 12.227.228.227? Tell 12.227.228.129"
"533","2022-11-15 16:18:05.317991","0.000000","10.31.0.81","7a:81:72:cf:a5:bf","5353","224.0.0.251","01:00:5e:00:00:fb","5353","MDNS","201","Standard query 0x0000 ANY iPhone (105)._rdlink._tcp.local, ""QM"" question ANY iPhone-105.local, ""QM"" question SRV 0 0 49153 iPhone-105.local AAAA fe80::73:5430:6d04:b2d7 A 10.31.0.81 OPT"
"534","2022-11-15 16:18:05.317991","0.000000","fe80::73:5430:6d04:b2d7","7a:81:72:cf:a5:bf","5353","ff02::fb","33:33:00:00:00:fb","5353","MDNS","221","Standard query 0x0000 ANY iPhone (105)._rdlink._tcp.local, ""QM"" question ANY iPhone-105.local, ""QM"" question SRV 0 0 49153 iPhone-105.local AAAA fe80::73:5430:6d04:b2d7 A 10.31.0.81 OPT"
"535","2022-11-15 16:18:05.317991","0.000000","10.31.1.162","2a:1c:cc:84:83:52","5353","224.0.0.251","01:00:5e:00:00:fb","5353","MDNS","158","Standard query 0x0000 ANY Kim's iPhone (2)._rdlink._tcp.local, ""QM"" question SRV 0 0 49152 Kims-iPhone-2.local OPT"
"536","2022-11-15 16:18:05.317991","0.000000","fe80::409:fe05:b900:c3c6","2a:1c:cc:84:83:52","5353","ff02::fb","33:33:00:00:00:fb","5353","MDNS","178","Standard query 0x0000 ANY Kim's iPhone (2)._rdlink._tcp.local, ""QM"" question SRV 0 0 49152 Kims-iPhone-2.local OPT"
"537","2022-11-15 16:18:05.419408","0.101417","ArubaaHe_2f:7e:4c","20:4c:03:2f:7e:4c","","Broadcast","ff:ff:ff:ff:ff:ff","","ARP","60","Who has 10.31.0.217? Tell 10.31.0.1"
"538","2022-11-15 16:18:05.419408","0.000000","10.31.0.13","da:2c:ef:ad:14:cd","5353","224.0.0.251","01:00:5e:00:00:fb","5353","MDNS","151","Standard query 0x0000 ANY iPhone (114)._rdlink._tcp.local, ""QM"" question SRV 0 0 49157 iPhone-114.local OPT"
"539","2022-11-15 16:18:05.419408","0.000000","fe80::18f3:b39d:aba9:67bf","da:2c:ef:ad:14:cd","5353","ff02::fb","33:33:00:00:00:fb","5353","MDNS","171","Standard query 0x0000 ANY iPhone (114)._rdlink._tcp.local, ""QM"" question SRV 0 0 49157 iPhone-114.local OPT"
"540","2022-11-15 16:18:05.445486","0.026078","52.96.179.226","20:4c:03:2f:7e:4c","443","10.31.1.3","18:1d:ea:68:71:08","57335","TCP","97","[TCP Retransmission] 443  >  57335 [PSH, ACK] Seq=1 Ack=1 Win=16385 Len=43"
"541","2022-11-15 16:18:05.449294","0.003808","40.97.188.242","20:4c:03:2f:7e:4c","443","10.31.1.3","18:1d:ea:68:71:08","57339","TCP","97","[TCP Retransmission] 443  >  57339 [PSH, ACK] Seq=1 Ack=1 Win=16385 Len=43"
"542","2022-11-15 16:18:05.522032","0.072738","10.31.0.81","7a:81:72:cf:a5:bf","5353","224.0.0.251","01:00:5e:00:00:fb","5353","MDNS","201","Standard query 0x0000 ANY iPhone (105)._rdlink._tcp.local, ""QM"" question ANY iPhone-105.local, ""QM"" question SRV 0 0 49153 iPhone-105.local AAAA fe80::73:5430:6d04:b2d7 A 10.31.0.81 OPT"
"543","2022-11-15 16:18:05.522032","0.000000","fe80::73:5430:6d04:b2d7","7a:81:72:cf:a5:bf","5353","ff02::fb","33:33:00:00:00:fb","5353","MDNS","221","Standard query 0x0000 ANY iPhone (105)._rdlink._tcp.local, ""QM"" question ANY iPhone-105.local, ""QM"" question SRV 0 0 49153 iPhone-105.local AAAA fe80::73:5430:6d04:b2d7 A 10.31.0.81 OPT"
"544","2022-11-15 16:18:05.622882","0.100850","40.97.188.242","20:4c:03:2f:7e:4c","443","10.31.1.3","18:1d:ea:68:71:08","57337","TCP","97","[TCP Retransmission] 443  >  57337 [PSH, ACK] Seq=1 Ack=1 Win=16384 Len=43"
"545","2022-11-15 16:18:05.625100","0.002218","Cisco_83:1c:e1","70:69:5a:83:1c:e1","","Broadcast","ff:ff:ff:ff:ff:ff","","ARP","60","Who has 12.227.228.205? Tell 12.227.228.129"
"546","2022-11-15 16:18:05.625100","0.000000","10.31.0.81","7a:81:72:cf:a5:bf","5353","224.0.0.251","01:00:5e:00:00:fb","5353","MDNS","254","Standard query response 0x0000 PTR, cache flush iPhone-105.local PTR, cache flush iPhone-105.local NSEC, cache flush 7.D.2.B.4.0.D.6.0.3.4.5.3.7.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 81.0.31.10.in-addr.arpa OPT"
"547","2022-11-15 16:18:05.625100","0.000000","fe80::73:5430:6d04:b2d7","7a:81:72:cf:a5:bf","5353","ff02::fb","33:33:00:00:00:fb","5353","MDNS","274","Standard query response 0x0000 PTR, cache flush iPhone-105.local PTR, cache flush iPhone-105.local NSEC, cache flush 7.D.2.B.4.0.D.6.0.3.4.5.3.7.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 81.0.31.10.in-addr.arpa OPT"
"548","2022-11-15 16:18:05.625100","0.000000","10.31.1.162","2a:1c:cc:84:83:52","5353","224.0.0.251","01:00:5e:00:00:fb","5353","MDNS","369","Standard query response 0x0000 TXT, cache flush PTR Kim's iPhone (2)._rdlink._tcp.local TXT SRV, cache flush 0 0 49152 Kims-iPhone-2.local AAAA, cache flush fe80::409:fe05:b900:c3c6 A, cache flush 10.31.1.162 NSEC, cache flush Kim's iPhone (2)._rdlink._tcp.local NSEC, cache flush Kims-iPhone-2.local OPT"
"549","2022-11-15 16:18:05.625100","0.000000","fe80::409:fe05:b900:c3c6","2a:1c:cc:84:83:52","5353","ff02::fb","33:33:00:00:00:fb","5353","MDNS","389","Standard query response 0x0000 TXT, cache flush PTR Kim's iPhone (2)._rdlink._tcp.local TXT SRV, cache flush 0 0 49152 Kims-iPhone-2.local AAAA, cache flush fe80::409:fe05:b900:c3c6 A, cache flush 10.31.1.162 NSEC, cache flush Kim's iPhone (2)._rdlink._tcp.local NSEC, cache flush Kims-iPhone-2.local OPT"
"550","2022-11-15 16:18:05.625100","0.000000","Cisco_83:1c:e1","70:69:5a:83:1c:e1","","Broadcast","ff:ff:ff:ff:ff:ff","","ARP","60","Who has 12.227.228.175? Tell 12.227.228.129"
"551","2022-11-15 16:18:05.625100","0.000000","Cisco_83:1c:e1","70:69:5a:83:1c:e1","","Broadcast","ff:ff:ff:ff:ff:ff","","ARP","60","Who has 12.227.228.171? Tell 12.227.228.129"
"552","2022-11-15 16:18:05.662787","0.037687","52.96.179.226","20:4c:03:2f:7e:4c","443","10.31.1.3","18:1d:ea:68:71:08","57334","TCP","97","[TCP Retransmission] 443  >  57334 [PSH, ACK] Seq=1 Ack=1 Win=16385 Len=43"
"553","2022-11-15 16:18:05.727809","0.065022","0.0.0.0","70:cf:49:cd:c4:ea","68","255.255.255.255","ff:ff:ff:ff:ff:ff","67","DHCP","342","DHCP Discover - Transaction ID 0x341a4f6a"
"554","2022-11-15 16:18:05.727809","0.000000","10.31.0.13","da:2c:ef:ad:14:cd","5353","224.0.0.251","01:00:5e:00:00:fb","5353","MDNS","151","Standard query 0x0000 ANY iPhone (114)._rdlink._tcp.local, ""QM"" question SRV 0 0 49157 iPhone-114.local OPT"
"555","2022-11-15 16:18:05.727809","0.000000","fe80::18f3:b39d:aba9:67bf","da:2c:ef:ad:14:cd","5353","ff02::fb","33:33:00:00:00:fb","5353","MDNS","171","Standard query 0x0000 ANY iPhone (114)._rdlink._tcp.local, ""QM"" question SRV 0 0 49157 iPhone-114.local OPT"
"556","2022-11-15 16:18:05.727809","0.000000","10.31.1.8","3c:9c:0f:62:a0:e3","55961","239.255.255.250","01:00:5e:7f:ff:fa","1900","SSDP","217","M-SEARCH * HTTP/1.1 "
"557","2022-11-15 16:18:05.727809","0.000000","10.31.0.81","7a:81:72:cf:a5:bf","5353","224.0.0.251","01:00:5e:00:00:fb","5353","MDNS","171","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question OPT"
"558","2022-11-15 16:18:05.727809","0.000000","fe80::73:5430:6d04:b2d7","7a:81:72:cf:a5:bf","5353","ff02::fb","33:33:00:00:00:fb","5353","MDNS","191","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question OPT"
"559","2022-11-15 16:18:05.727809","0.000000","Cisco_83:1c:e1","70:69:5a:83:1c:e1","","Broadcast","ff:ff:ff:ff:ff:ff","","ARP","60","Who has 12.227.228.179? Tell 12.227.228.129"
"560","2022-11-15 16:18:05.727809","0.000000","10.31.1.69","d4:57:63:ce:9d:c6","55894","239.255.255.250","01:00:5e:7f:ff:fa","1900","SSDP","211","M-SEARCH * HTTP/1.1 "
"561","2022-11-15 16:18:05.727809","0.000000","Cisco_83:1c:e1","70:69:5a:83:1c:e1","","Broadcast","ff:ff:ff:ff:ff:ff","","ARP","60","Who has 12.227.228.144? Tell 12.227.228.129"
"562","2022-11-15 16:18:05.830094","0.102285","fe80::e975:a5bb:fdb2:60e8","70:cf:49:cd:c4:ea","5353","ff02::fb","33:33:00:00:00:fb","5353","MDNS","89","Standard query 0x0000 A nih.local, ""QM"" question"
"563","2022-11-15 16:18:05.830094","0.000000","fe80::e975:a5bb:fdb2:60e8","70:cf:49:cd:c4:ea","5353","ff02::fb","33:33:00:00:00:fb","5353","MDNS","89","Standard query 0x0000 AAAA nih.local, ""QM"" question"
"564","2022-11-15 16:18:05.830094","0.000000","10.31.1.69","d4:57:63:ce:9d:c6","58517","239.255.255.250","01:00:5e:7f:ff:fa","1900","SSDP","218","M-SEARCH * HTTP/1.1 "
"565","2022-11-15 16:18:05.830094","0.000000","10.31.1.162","2a:1c:cc:84:83:52","5353","224.0.0.251","01:00:5e:00:00:fb","5353","MDNS","138","Standard query response 0x0000 PTR _rdlink._tcp.local OPT"
"566","2022-11-15 16:18:05.830094","0.000000","fe80::409:fe05:b900:c3c6","2a:1c:cc:84:83:52","5353","ff02::fb","33:33:00:00:00:fb","5353","MDNS","158","Standard query response 0x0000 PTR _rdlink._tcp.local OPT"
"567","2022-11-15 16:18:05.830094","0.000000","10.31.1.242","f4:d4:88:7e:ff:7a","5353","224.0.0.251","01:00:5e:00:00:fb","5353","MDNS","486","Standard query response 0x0000 TXT PTR John's MacBook Pro 16"" 2021._companion-link._tcp.local TXT, cache flush SRV, cache flush 0 0 53324 Johns-MacBook-Pro-16-2021.local AAAA, cache flush fe80::c9d:da84:4ccd:7756 A, cache flush 10.31.1.242 NSEC, cache flush John's MacBook Pro 16"" 2021._companion-link._tcp.local NSEC, cache flush Johns-MacBook-Pro-16-2021.local"
"568","2022-11-15 16:18:05.830094","0.000000","fe80::c9d:da84:4ccd:7756","f4:d4:88:7e:ff:7a","5353","ff02::fb","33:33:00:00:00:fb","5353","MDNS","506","Standard query response 0x0000 TXT PTR John's MacBook Pro 16"" 2021._companion-link._tcp.local TXT, cache flush SRV, cache flush 0 0 53324 Johns-MacBook-Pro-16-2021.local AAAA, cache flush fe80::c9d:da84:4ccd:7756 A, cache flush 10.31.1.242 NSEC, cache flush John's MacBook Pro 16"" 2021._companion-link._tcp.local NSEC, cache flush Johns-MacBook-Pro-16-2021.local"
"569","2022-11-15 16:18:05.932982","0.102888","10.31.0.81","7a:81:72:cf:a5:bf","5353","224.0.0.251","01:00:5e:00:00:fb","5353","MDNS","395","Standard query response 0x0000 TXT, cache flush PTR _rdlink._tcp.local PTR iPhone (105)._rdlink._tcp.local TXT SRV, cache flush 0 0 49153 iPhone-105.local AAAA, cache flush fe80::73:5430:6d04:b2d7 A, cache flush 10.31.0.81 NSEC, cache flush iPhone (105)._rdlink._tcp.local NSEC, cache flush iPhone-105.local OPT"
"570","2022-11-15 16:18:05.932982","0.000000","fe80::73:5430:6d04:b2d7","7a:81:72:cf:a5:bf","5353","ff02::fb","33:33:00:00:00:fb","5353","MDNS","415","Standard query response 0x0000 TXT, cache flush PTR _rdlink._tcp.local PTR iPhone (105)._rdlink._tcp.local TXT SRV, cache flush 0 0 49153 iPhone-105.local AAAA, cache flush fe80::73:5430:6d04:b2d7 A, cache flush 10.31.0.81 NSEC, cache flush iPhone (105)._rdlink._tcp.local NSEC, cache flush iPhone-105.local OPT"
"571","2022-11-15 16:18:05.932982","0.000000","10.31.1.69","d4:57:63:ce:9d:c6","5353","224.0.0.251","01:00:5e:00:00:fb","5353","MDNS","442","Standard query response 0x0000 PTR MacBook Air._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 62825 MacBook-Air-2.local AAAA, cache flush fe80::106e:1cc7:8b34:dcc0 A, cache flush 10.31.1.69 NSEC, cache flush MacBook Air._companion-link._tcp.local NSEC, cache flush MacBook-Air-2.local"
"572","2022-11-15 16:18:05.932982","0.000000","fe80::106e:1cc7:8b34:dcc0","d4:57:63:ce:9d:c6","5353","ff02::fb","33:33:00:00:00:fb","5353","MDNS","462","Standard query response 0x0000 PTR MacBook Air._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 62825 MacBook-Air-2.local AAAA, cache flush fe80::106e:1cc7:8b34:dcc0 A, cache flush 10.31.1.69 NSEC, cache flush MacBook Air._companion-link._tcp.local NSEC, cache flush MacBook-Air-2.local"
"573","2022-11-15 16:18:05.932982","0.000000","Cisco_83:1c:e1","70:69:5a:83:1c:e1","","Broadcast","ff:ff:ff:ff:ff:ff","","ARP","60","Who has 12.227.228.230? Tell 12.227.228.129"
"574","2022-11-15 16:18:05.932982","0.000000","10.31.0.13","da:2c:ef:ad:14:cd","5353","224.0.0.251","01:00:5e:00:00:fb","5353","MDNS","359","Standard query response 0x0000 TXT, cache flush PTR iPhone (114)._rdlink._tcp.local TXT SRV, cache flush 0 0 49157 iPhone-114.local AAAA, cache flush fe80::18f3:b39d:aba9:67bf A, cache flush 10.31.0.13 NSEC, cache flush iPhone (114)._rdlink._tcp.local NSEC, cache flush iPhone-114.local OPT"
"575","2022-11-15 16:18:05.932982","0.000000","fe80::18f3:b39d:aba9:67bf","da:2c:ef:ad:14:cd","5353","ff02::fb","33:33:00:00:00:fb","5353","MDNS","379","Standard query response 0x0000 TXT, cache flush PTR iPhone (114)._rdlink._tcp.local TXT SRV, cache flush 0 0 49157 iPhone-114.local AAAA, cache flush fe80::18f3:b39d:aba9:67bf A, cache flush 10.31.0.13 NSEC, cache flush iPhone (114)._rdlink._tcp.local NSEC, cache flush iPhone-114.local OPT"
"576","2022-11-15 16:18:05.932982","0.000000","Cisco_83:1c:e1","70:69:5a:83:1c:e1","","Broadcast","ff:ff:ff:ff:ff:ff","","ARP","60","Who has 12.227.228.165? Tell 12.227.228.129"
"577","2022-11-15 16:18:05.932982","0.000000","Cisco_83:1c:e1","70:69:5a:83:1c:e1","","Broadcast","ff:ff:ff:ff:ff:ff","","ARP","60","Who has 12.227.228.131? Tell 12.227.228.129"
"578","2022-11-15 16:18:06.027282","0.094300","40.97.188.242","20:4c:03:2f:7e:4c","443","10.31.1.3","18:1d:ea:68:71:08","57331","TCP","97","[TCP Retransmission] 443  >  57331 [PSH, ACK] Seq=1 Ack=1 Win=16384 Len=43"
"579","2022-11-15 16:18:06.136392","0.109110","Cisco_83:1c:e1","70:69:5a:83:1c:e1","","Broadcast","ff:ff:ff:ff:ff:ff","","ARP","60","Who has 12.227.228.149? Tell 12.227.228.129"
"580","2022-11-15 16:18:06.136392","0.000000","Cisco_83:1c:e1","70:69:5a:83:1c:e1","","Broadcast","ff:ff:ff:ff:ff:ff","","ARP","60","Who has 12.227.228.236? Tell 12.227.228.129"
"581","2022-11-15 16:18:06.136392","0.000000","Cisco_83:1c:e1","70:69:5a:83:1c:e1","","Broadcast","ff:ff:ff:ff:ff:ff","","ARP","60","Who has 12.227.228.138? Tell 12.227.228.129"
"582","2022-11-15 16:18:06.136392","0.000000","Cisco_83:1c:e1","70:69:5a:83:1c:e1","","Broadcast","ff:ff:ff:ff:ff:ff","","ARP","60","Who has 12.227.228.157? Tell 12.227.228.129"
"583","2022-11-15 16:18:06.136392","0.000000","Cisco_83:1c:e1","70:69:5a:83:1c:e1","","Broadcast","ff:ff:ff:ff:ff:ff","","ARP","60","Who has 12.227.228.249? Tell 12.227.228.129"
"584","2022-11-15 16:18:06.239486","0.103094","10.31.0.13","da:2c:ef:ad:14:cd","5353","224.0.0.251","01:00:5e:00:00:fb","5353","MDNS","138","Standard query response 0x0000 PTR _rdlink._tcp.local OPT"
"585","2022-11-15 16:18:06.239486","0.000000","fe80::18f3:b39d:aba9:67bf","da:2c:ef:ad:14:cd","5353","ff02::fb","33:33:00:00:00:fb","5353","MDNS","158","Standard query response 0x0000 PTR _rdlink._tcp.local OPT"
"586","2022-11-15 16:18:06.239486","0.000000","10.31.0.13","da:2c:ef:ad:14:cd","5353","224.0.0.251","01:00:5e:00:00:fb","5353","MDNS","120","Standard query 0x0000 PTR _hap._tcp.local, ""QM"" question PTR _hap._udp.local, ""QM"" question OPT"
"587","2022-11-15 16:18:06.239486","0.000000","fe80::18f3:b39d:aba9:67bf","da:2c:ef:ad:14:cd","5353","ff02::fb","33:33:00:00:00:fb","5353","MDNS","140","Standard query 0x0000 PTR _hap._tcp.local, ""QM"" question PTR _hap._udp.local, ""QM"" question OPT"
"588","2022-11-15 16:18:06.239486","0.000000","Zhejiang_17:e3:da","4c:11:bf:17:e3:da","","Broadcast","ff:ff:ff:ff:ff:ff","","ARP","60","Who has 192.168.1.1? Tell 192.168.1.108"
"589","2022-11-15 16:18:06.239486","0.000000","Cisco_83:1c:e1","70:69:5a:83:1c:e1","","Broadcast","ff:ff:ff:ff:ff:ff","","ARP","60","Who has 12.227.228.196? Tell 12.227.228.129"
"590","2022-11-15 16:18:06.352538","0.113052","ArubaaHe_2f:7e:4c","20:4c:03:2f:7e:4c","","Broadcast","ff:ff:ff:ff:ff:ff","","ARP","60","Who has 10.31.0.217? Tell 10.31.0.1"
"591","2022-11-15 16:18:06.443255","0.090717","Cisco_83:1c:e1","70:69:5a:83:1c:e1","","Broadcast","ff:ff:ff:ff:ff:ff","","ARP","60","Who has 12.227.228.245? Tell 12.227.228.129"
"592","2022-11-15 16:18:06.548881","0.105626","Cisco_83:1c:e1","70:69:5a:83:1c:e1","","Broadcast","ff:ff:ff:ff:ff:ff","","ARP","60","Who has 12.227.228.218? Tell 12.227.228.129"
"593","2022-11-15 16:18:06.648798","0.099917","10.31.1.162","2a:1c:cc:84:83:52","5353","224.0.0.251","01:00:5e:00:00:fb","5353","MDNS","369","Standard query response 0x0000 TXT, cache flush PTR Kim's iPhone (2)._rdlink._tcp.local TXT SRV, cache flush 0 0 49152 Kims-iPhone-2.local AAAA, cache flush fe80::409:fe05:b900:c3c6 A, cache flush 10.31.1.162 NSEC, cache flush Kim's iPhone (2)._rdlink._tcp.local NSEC, cache flush Kims-iPhone-2.local OPT"
"594","2022-11-15 16:18:06.648798","0.000000","fe80::409:fe05:b900:c3c6","2a:1c:cc:84:83:52","5353","ff02::fb","33:33:00:00:00:fb","5353","MDNS","389","Standard query response 0x0000 TXT, cache flush PTR Kim's iPhone (2)._rdlink._tcp.local TXT SRV, cache flush 0 0 49152 Kims-iPhone-2.local AAAA, cache flush fe80::409:fe05:b900:c3c6 A, cache flush 10.31.1.162 NSEC, cache flush Kim's iPhone (2)._rdlink._tcp.local NSEC, cache flush Kims-iPhone-2.local OPT"
"595","2022-11-15 16:18:06.648798","0.000000","0.0.0.0","70:cf:49:cd:c4:ea","68","255.255.255.255","ff:ff:ff:ff:ff:ff","67","DHCP","375","DHCP Request  - Transaction ID 0x341a4f6a"
"596","2022-11-15 16:18:06.648798","0.000000","3.212.132.38","20:4c:03:2f:7e:4c","443","10.31.1.3","18:1d:ea:68:71:08","57313","TCP","148","[TCP Retransmission] 443  >  57313 [PSH, ACK] Seq=1 Ack=1 Win=198 Len=94"
"597","2022-11-15 16:18:06.648798","0.000000","52.96.179.226","20:4c:03:2f:7e:4c","443","10.31.1.3","18:1d:ea:68:71:08","57335","TCP","97","[TCP Retransmission] 443  >  57335 [PSH, ACK] Seq=1 Ack=1 Win=16385 Len=43"
"598","2022-11-15 16:18:06.651938","0.003140","40.97.188.242","20:4c:03:2f:7e:4c","443","10.31.1.3","18:1d:ea:68:71:08","57339","TCP","97","[TCP Retransmission] 443  >  57339 [PSH, ACK] Seq=1 Ack=1 Win=16385 Len=43"
"599","2022-11-15 16:18:06.750990","0.099052","10.31.1.8","3c:9c:0f:62:a0:e3","55961","239.255.255.250","01:00:5e:7f:ff:fa","1900","SSDP","217","M-SEARCH * HTTP/1.1 "
"600","2022-11-15 16:18:06.750990","0.000000","10.31.1.69","d4:57:63:ce:9d:c6","55894","239.255.255.250","01:00:5e:7f:ff:fa","1900","SSDP","211","M-SEARCH * HTTP/1.1 "
"601","2022-11-15 16:18:06.853682","0.102692","10.31.1.69","d4:57:63:ce:9d:c6","58517","239.255.255.250","01:00:5e:7f:ff:fa","1900","SSDP","218","M-SEARCH * HTTP/1.1 "
"602","2022-11-15 16:18:06.853682","0.000000","10.31.1.180","70:cf:49:cd:c4:ea","5353","224.0.0.251","01:00:5e:00:00:fb","5353","MDNS","69","Standard query 0x0000 A nih.local, ""QM"" question"
"603","2022-11-15 16:18:06.853682","0.000000","fe80::e975:a5bb:fdb2:60e8","70:cf:49:cd:c4:ea","5353","ff02::fb","33:33:00:00:00:fb","5353","MDNS","89","Standard query 0x0000 A nih.local, ""QM"" question"
"604","2022-11-15 16:18:06.853682","0.000000","10.31.1.180","70:cf:49:cd:c4:ea","5353","224.0.0.251","01:00:5e:00:00:fb","5353","MDNS","69","Standard query 0x0000 AAAA nih.local, ""QM"" question"
"605","2022-11-15 16:18:06.853682","0.000000","fe80::e975:a5bb:fdb2:60e8","70:cf:49:cd:c4:ea","5353","ff02::fb","33:33:00:00:00:fb","5353","MDNS","89","Standard query 0x0000 AAAA nih.local, ""QM"" question"
"606","2022-11-15 16:18:06.853682","0.000000","IntelCor_cd:c4:ea","70:cf:49:cd:c4:ea","","Broadcast","ff:ff:ff:ff:ff:ff","","ARP","56","Who has 10.31.0.1? Tell 10.31.1.180"
"607","2022-11-15 16:18:06.853682","0.000000","10.31.1.180","70:cf:49:cd:c4:ea","5353","224.0.0.251","01:00:5e:00:00:fb","5353","MDNS","90","Standard query 0x0000 PTR 180.1.31.10.IN-ADDR.ARPA.local, ""QM"" question"
"608","2022-11-15 16:18:06.853682","0.000000","fe80::e975:a5bb:fdb2:60e8","70:cf:49:cd:c4:ea","5353","ff02::fb","33:33:00:00:00:fb","5353","MDNS","110","Standard query 0x0000 PTR 180.1.31.10.IN-ADDR.ARPA.local, ""QM"" question"
"609","2022-11-15 16:18:06.865756","0.012074","52.96.179.226","20:4c:03:2f:7e:4c","443","10.31.1.3","18:1d:ea:68:71:08","57334","TCP","97","[TCP Retransmission] 443  >  57334 [PSH, ACK] Seq=1 Ack=1 Win=16385 Len=43"
"610","2022-11-15 16:18:06.891816","0.026060","10.31.1.3","18:1d:ea:68:71:08","61548","8.8.8.8","20:4c:03:2f:7e:4c","53","DNS","86","Standard query 0xbb75 A wpad.digitalmanagement.net"
"611","2022-11-15 16:18:06.920474","0.028658","8.8.8.8","20:4c:03:2f:7e:4c","53","10.31.1.3","18:1d:ea:68:71:08","61548","DNS","159","Standard query response 0xbb75 No such name A wpad.digitalmanagement.net SOA dns1.registrar-servers.com"
"612","2022-11-15 16:18:06.920942","0.000468","10.31.1.3","18:1d:ea:68:71:08","51876","8.8.8.8","20:4c:03:2f:7e:4c","53","DNS","76","Standard query 0x2253 A wpad.lobby.local"
"613","2022-11-15 16:18:06.926003","0.005061","8.8.8.8","20:4c:03:2f:7e:4c","53","10.31.1.3","18:1d:ea:68:71:08","51876","DNS","151","Standard query response 0x2253 No such name A wpad.lobby.local SOA a.root-servers.net"
"614","2022-11-15 16:18:06.955420","0.029417","Cisco_83:1c:e1","70:69:5a:83:1c:e1","","Broadcast","ff:ff:ff:ff:ff:ff","","ARP","60","Who has 12.227.228.145? Tell 12.227.228.129"
"615","2022-11-15 16:18:06.956765","0.001345","10.31.1.181","00:71:47:9c:2c:1f","5353","224.0.0.251","01:00:5e:00:00:fb","5353","MDNS","87","Standard query response 0x0000 A, cache flush 10.31.1.181"
"616","2022-11-15 16:18:06.956765","0.000000","10.31.0.81","7a:81:72:cf:a5:bf","5353","224.0.0.251","01:00:5e:00:00:fb","5353","MDNS","395","Standard query response 0x0000 TXT, cache flush PTR _rdlink._tcp.local PTR iPhone (105)._rdlink._tcp.local TXT SRV, cache flush 0 0 49153 iPhone-105.local AAAA, cache flush fe80::73:5430:6d04:b2d7 A, cache flush 10.31.0.81 NSEC, cache flush iPhone (105)._rdlink._tcp.local NSEC, cache flush iPhone-105.local OPT"
"617","2022-11-15 16:18:06.956765","0.000000","fe80::73:5430:6d04:b2d7","7a:81:72:cf:a5:bf","5353","ff02::fb","33:33:00:00:00:fb","5353","MDNS","415","Standard query response 0x0000 TXT, cache flush PTR _rdlink._tcp.local PTR iPhone (105)._rdlink._tcp.local TXT SRV, cache flush 0 0 49153 iPhone-105.local AAAA, cache flush fe80::73:5430:6d04:b2d7 A, cache flush 10.31.0.81 NSEC, cache flush iPhone (105)._rdlink._tcp.local NSEC, cache flush iPhone-105.local OPT"
